Industry,Type,Name,Link,Description
"Real Estate, Rental & Leasing",Real Estate,Zillow Prediction,https://github.com/eswar3/Zillow-prediction-models,Zillow valuation prediction as performed on Kaggle.
"Real Estate, Rental & Leasing",Real Estate,Real Estate,https://github.com/denadai2/real-estate-neighborhood-prediction,Predicting real estate prices from the urban environment.
"Real Estate, Rental & Leasing",Rental & Leasing,Analysing Rentals,https://github.com/ual/rental-listings,Analyzing and visualizing rental listings data.
"Real Estate, Rental & Leasing",Rental & Leasing,Interest Prediction,https://github.com/mratsim/Apartment-Interest-Prediction,Predict people interest in renting specific NYC apartments.
"Real Estate, Rental & Leasing",Rental & Leasing,Housing Uni vs Non-Uni,https://github.com/awoziji/pwc_europe_data_analytics_hackathon,The effect on university lodging after the GFC.
"Real Estate, Rental & Leasing",Rental & Leasing,Predict Household Poverty,https://github.com/Featuretools/predict-household-poverty,Predict the poverty of households in Costa Rica using automated feature engineering.
"Real Estate, Rental & Leasing",Rental & Leasing,Airbnb public analytics competition,http://inseaddataanalytics.github.io/INSEADAnalytics/groupprojects/AirbnbReport2016Jan.html,Now strategic management.
Utilities,Electricity,Electricity Price,https://github.com/luqmanhakim/research-on-sp-wholesale/blob/master/research-on-sp-wholesale-plan.ipynb,Electricity price comparison Singapore.
Utilities,Electricity,Electricity-Coal Correlation,https://github.com/richardddli/state_electricity_rates,Determining the correlation between state electricity rates and coal generation over the past decade.
Utilities,Electricity,Electricity Capacity,https://github.com/datadesk/california-electricity-capacity-analysis,A Los Angeles Times analysis of California's costly power glut.
Utilities,Electricity,Electricity Systems,https://github.com/PyPSA/WHOBS,Optimal Wind+Hydrogen+Other+Battery+Solar (WHOBS) electricity systems for European countries.
Utilities,Electricity,Load Disaggregation,https://github.com/pipette/Electricity-load-disaggregation,Smart meter load disaggregation with Hidden Markov Models
Utilities,Electricity,Price Forecasting,https://github.com/farwacheema/DA-electricity-price-forecasting,Forecasting Day-Ahead electricity prices in the German bidding zone with deep neural networks.
Utilities,Electricity,Carbon Index,https://github.com/gschivley/carbon-index,"Calculation of electricity CO₂ intensity at national, state, and NERC regions from 2001-present."
Utilities,Electricity,Demand Forecasting,https://github.com/hvantil/ElectricityDemandForecasting,Electricity demand forecasting for Austin.
Utilities,Electricity,Electricity Consumption,https://github.com/un-modelling/Electricity_Consumption_Surveys,Estimating Electricity Consumption from Household Surveys
Utilities,Electricity,Household power consumption,https://github.com/amirrezaeian/Individual-household-electric-power-consumption-Data-Set-,Individual household power consumption LSTM.
Utilities,Electricity,Electricity French Distribution,http://inseaddataanalytics.github.io/INSEADAnalytics/groupprojects/group_energy.html,An analysis of electricity data provided by the French Distribution Network (RTE)
Utilities,Electricity,Renewable Power Plants,https://github.com/Open-Power-System-Data/renewable_power_plants,Time series of cumulated installed capacity.
Utilities,Electricity,Wind Farm Flow,https://github.com/FUSED-Wind/FUSED-Wake,A repository of wind plant flow models connected to FUSED-Wind.
Utilities,Electricity,Power Plant,https://github.com/YungChunLu/UCI-Power-Plant,The dataset contains 9568 data points collected from a Combined Cycle Power Plant over 6 years
Utilities,"Coal, Oil & Gas",Coal Phase Out,https://github.com/samarthiith/DE_CoalPhaseOut,Generation adequacy issues with Germany’s coal phaseout.
Utilities,"Coal, Oil & Gas",Coal Prediction,https://github.com/Jean-njoroge/coal-exploratory/tree/master/notebooks,Predicting coal production.
Utilities,"Coal, Oil & Gas",Oil & Gas,https://github.com/sdasadia/Oil-Natural-Gas-Price-Prediction,Oil & Natural Gas price prediction using ARIMA & Neural Networks
Utilities,"Coal, Oil & Gas",Gas Formula,https://github.com/cep-kse/natural_gas_formula,Calculating potential economic effect of price indexation formula.
Utilities,"Coal, Oil & Gas",Demand Prediction,https://github.com/victorpena1/Natural-Gas-Demand-Prediction,Natural gas demand prediction.
Utilities,"Coal, Oil & Gas",Consumption Forecasting,https://github.com/williamadams1/natural-gas-consumption-forecasting,Natural gas consumption forecasting.
Utilities,"Coal, Oil & Gas",Gas Trade,https://github.com/bahuisman/NatGasModel,World Model for Natural Gas Trade.
Utilities,"Coal, Oil & Gas",Mining Prospects,https://github.com/llSourcell/mapo,Predict mining prospects and mineral deposits using deep learning and satellite imagery
Utilities,Water & Pollution,Safe Water,https://github.com/codeforboston/safe-water,Predict health-based drinking water violations in the United States.
Utilities,Water & Pollution,Hydrology Data,https://github.com/mroberge/hydrofunctions,A suite of convenience functions for exploring water data in Python.
Utilities,Water & Pollution,Water Observatory,https://github.com/sentinel-hub/water-observatory-backend,Monitoring water levels of lakes and reservoirs using satellite imagery.
Utilities,Water & Pollution,Water Pipelines,https://github.com/wassname/pipe-segmentation,Using machine learning to find water pipelines in aerial images.
Utilities,Water & Pollution,Water Modelling,https://github.com/awracms/awra_cms_older,Australian Water Resource Assessment (AWRA) Community Modelling System.
Utilities,Water & Pollution,Drought Restrictions,https://github.com/datadesk/california-ccscore-analysis,A Los Angeles Times analysis of water usage after the state eased drought restrictions
Utilities,Water & Pollution,Flood Prediction,https://github.com/cadrev/lstm-flood-prediction,Applying LSTM on river water level data
Utilities,Water & Pollution,Sewage Overflow,,Insights into the sanitary sewage overflow (SSO).
Utilities,Water & Pollution,Water Accounting,https://github.com/johnpfay/USWaterAccounting,Assembles water budget data for the US from existing data source
Utilities,Water & Pollution,Air Quality Prediction,https://github.com/txytju/air-quality-prediction,Predict air quality(aq) in Beijing and London in the next 48 hours.
Utilities,Transportation,Transdim,https://github.com/xinychen/transdim,Creating accurate and efficient solutions for the spatio-temporal traffic data imputation and prediction tasks.
Utilities,Transportation,Transport Recommendation,https://github.com/AlanConstantine/KDD-Cup-2019-CAMMTR,Context-Aware Multi-Modal Transportation Recommendation
Utilities,Transportation,Transport Data,https://github.com/CityofToronto/bdit_data-sources,Data and notebooks for Toronto transport.
Utilities,Transportation,Transport Demand,https://github.com/pawelmorawiecki/traffic_jam_Nairobi,Predicting demand for public transportation in Nairobi.
Utilities,Transportation,Demand Estimation,https://github.com/Lemma1/DPFE,Implementation of dynamic origin-destination demand estimation.
Utilities,Transportation,Congestion Analysis,https://github.com/hackoregon/2019-transportation-data-science,Transportation systems analysis
Utilities,Transportation,TS Analysis,https://github.com/nishanthgampa/Time-Series-Analysis-on-Transportation-Data,Time series analysis on transportation data.
Utilities,Transportation,Network Graph Subway,https://github.com/fangshulin/Vulnerability-Analysis-for-Transportation-Networks,Vulnerability analysis for transportation networks.
Utilities,Transportation,Transportation Inefficiencies,https://github.com/akpen/Stockholm-0.1,Quantifying the inefficiencies of Transportation Networks
Utilities,Transportation,Train Optimisation,https://github.com/crowdAI/train-schedule-optimisation-challenge-starter-kit,Train schedule optimisation
Utilities,Transportation,Traffic Prediction,https://github.com/mratsim/McKinsey-SmartCities-Traffic-Prediction,multi attention recurrent neural networks for time-series (city traffic)
Utilities,Transportation,Predict Crashes,https://github.com/Data4Democracy/crash-model,Crash prediction modelling application that leverages multiple data sources
Utilities,Transportation,AI Supply chain,https://github.com/llSourcell/AI_Supply_Chain,Supply chain optimisation system.
Utilities,Transportation,Transfer Learning Flight Delay,https://github.com/cavaunpeu/flight-delays,Using variation encoders in Keras to predict flight delay.
Utilities,Transportation,Replenishment,https://github.com/pratishthakapoor/RetailReplenishement/tree/master/Code,Retail replenishment code for supply chain management.
Wholesale & Retail,Wholesale,Customer Analysis,https://github.com/kralmachine/WholesaleCustomerAnalysis,Wholesale customer analysis.
Wholesale & Retail,Wholesale,Distribution,https://github.com/Semionn/JB-wholesale-distribution-analysis,JB wholesale distribution analysis.
Wholesale & Retail,Wholesale,Clustering,https://github.com/prakhardogra921/Clustering-Analysis-on-customers-of-a-wholesale-distributor,Unsupervised learning techniques are applied on product spending data collected for customers
Wholesale & Retail,Wholesale,Market Basket Analysis,https://github.com/tstreamDOTh/Instacart-Market-Basket-Analysis,Instacart public dataset to report which products are often shopped together.
,,,,
Wholesale & Retail,Retail,Retail Analysis,https://github.com/SarahMestiri/online-retail-case,Studying Online Retail Dataset and getting insights from it.
Wholesale & Retail,Retail,Online Insights,https://github.com/sharmaroshan/Online-Retail-Transactions-of-UK,Analyzing the Online Transactions in UK
Wholesale & Retail,Retail,Retail Use-case,https://github.com/IBM-DSE/CyberShop-Analytics,Notebooks & Data for CyberShop Retail Use Case
Wholesale & Retail,Retail,Dwell Time,https://github.com/arvindkarir/retail,Customer dwell time and other analysis.
Wholesale & Retail,Retail,Retail Cohort,https://github.com/finnqiao/cohort_online_retail,Cohort analysis.
Utilities,Electricity,Electricity Capacity,https://github.com/datadesk/california-electricity-capacity-analysis,A Los Angeles Times analysis of California's costly power glut.
Utilities,Electricity,Electricity Systems,https://github.com/PyPSA/WHOBS,Optimal Wind+Hydrogen+Other+Battery+Solar (WHOBS) electricity systems for European countries.
Utilities,Electricity,Load Disaggregation,https://github.com/pipette/Electricity-load-disaggregation,Smart meter load disaggregation with Hidden Markov Models
Utilities,Electricity,Price Forecasting,https://github.com/farwacheema/DA-electricity-price-forecasting,Forecasting Day-Ahead electricity prices in the German bidding zone with deep neural networks.
Utilities,Electricity,Carbon Index,https://github.com/gschivley/carbon-index,"Calculation of electricity CO₂ intensity at national, state, and NERC regions from 2001-present."
Utilities,Electricity,Demand Forecasting,https://github.com/hvantil/ElectricityDemandForecasting,Electricity demand forecasting for Austin.
Utilities,Electricity,Electricity Consumption,https://github.com/un-modelling/Electricity_Consumption_Surveys,Estimating Electricity Consumption from Household Surveys
Utilities,Electricity,Household power consumption,https://github.com/amirrezaeian/Individual-household-electric-power-consumption-Data-Set-,Individual household power consumption LSTM.
Utilities,Electricity,Electricity French Distribution,http://inseaddataanalytics.github.io/INSEADAnalytics/groupprojects/group_energy.html,An analysis of electricity data provided by the French Distribution Network (RTE)
Utilities,Electricity,Renewable Power Plants,https://github.com/Open-Power-System-Data/renewable_power_plants,Time series of cumulated installed capacity.
Utilities,Electricity,Wind Farm Flow,https://github.com/FUSED-Wind/FUSED-Wake,A repository of wind plant flow models connected to FUSED-Wind.
Utilities,Electricity,Power Plant,https://github.com/YungChunLu/UCI-Power-Plant,The dataset contains 9568 data points collected from a Combined Cycle Power Plant over 6 years
Utilities,"Coal, Oil & Gas",Coal Phase Out,https://github.com/samarthiith/DE_CoalPhaseOut,Generation adequacy issues with Germany’s coal phaseout.
Utilities,"Coal, Oil & Gas",Coal Prediction,https://github.com/Jean-njoroge/coal-exploratory/tree/master/notebooks,Predicting coal production.
Utilities,"Coal, Oil & Gas",Oil & Gas,https://github.com/sdasadia/Oil-Natural-Gas-Price-Prediction,Oil & Natural Gas price prediction using ARIMA & Neural Networks
Utilities,"Coal, Oil & Gas",Gas Formula,https://github.com/cep-kse/natural_gas_formula,Calculating potential economic effect of price indexation formula.
Utilities,"Coal, Oil & Gas",Demand Prediction,https://github.com/victorpena1/Natural-Gas-Demand-Prediction,Natural gas demand prediction.
Utilities,"Coal, Oil & Gas",Consumption Forecasting,https://github.com/williamadams1/natural-gas-consumption-forecasting,Natural gas consumption forecasting.
Utilities,"Coal, Oil & Gas",Gas Trade,https://github.com/bahuisman/NatGasModel,World Model for Natural Gas Trade.
Utilities,Water & Pollution,Safe Water,https://github.com/codeforboston/safe-water,Predict health-based drinking water violations in the United States.
Utilities,Water & Pollution,Hydrology Data,https://github.com/mroberge/hydrofunctions,A suite of convenience functions for exploring water data in Python.
Utilities,Water & Pollution,Water Observatory,https://github.com/sentinel-hub/water-observatory-backend,Monitoring water levels of lakes and reservoirs using satellite imagery.
Utilities,Water & Pollution,Water Pipelines,https://github.com/wassname/pipe-segmentation,Using machine learning to find water pipelines in aerial images.
Utilities,Water & Pollution,Water Modelling,https://github.com/awracms/awra_cms_older,Australian Water Resource Assessment (AWRA) Community Modelling System.
Utilities,Water & Pollution,Drought Restrictions,https://github.com/datadesk/california-ccscore-analysis,A Los Angeles Times analysis of water usage after the state eased drought restrictions
Utilities,Water & Pollution,Flood Prediction,https://github.com/cadrev/lstm-flood-prediction,Applying LSTM on river water level data
Utilities,Water & Pollution,Sewage Overflow,,Insights into the sanitary sewage overflow (SSO).
Utilities,Water & Pollution,Water Accounting,https://github.com/johnpfay/USWaterAccounting,Assembles water budget data for the US from existing data source
Utilities,Water & Pollution,Air Quality Prediction,https://github.com/txytju/air-quality-prediction,Predict air quality(aq) in Beijing and London in the next 48 hours.
Utilities,Transportation,Transdim,https://github.com/xinychen/transdim,Creating accurate and efficient solutions for the spatio-temporal traffic data imputation and prediction tasks.
Utilities,Transportation,Transport Recommendation,https://github.com/AlanConstantine/KDD-Cup-2019-CAMMTR,Context-Aware Multi-Modal Transportation Recommendation
Utilities,Transportation,Transport Data,https://github.com/CityofToronto/bdit_data-sources,Data and notebooks for Toronto transport.
Utilities,Transportation,Transport Demand,https://github.com/pawelmorawiecki/traffic_jam_Nairobi,Predicting demand for public transportation in Nairobi.
Utilities,Transportation,Demand Estimation,https://github.com/Lemma1/DPFE,Implementation of dynamic origin-destination demand estimation.
Utilities,Transportation,Congestion Analysis,https://github.com/hackoregon/2019-transportation-data-science,Transportation systems analysis
Utilities,Transportation,TS Analysis,https://github.com/nishanthgampa/Time-Series-Analysis-on-Transportation-Data,Time series analysis on transportation data.
Utilities,Transportation,Network Graph Subway,https://github.com/fangshulin/Vulnerability-Analysis-for-Transportation-Networks,Vulnerability analysis for transportation networks.
Utilities,Transportation,Transportation Inefficiencies,https://github.com/akpen/Stockholm-0.1,Quantifying the inefficiencies of Transportation Networks
Utilities,Transportation,Train Optimisation,https://github.com/crowdAI/train-schedule-optimisation-challenge-starter-kit,Train schedule optimisation
Utilities,Transportation,Traffic Prediction,https://github.com/mratsim/McKinsey-SmartCities-Traffic-Prediction,multi attention recurrent neural networks for time-series (city traffic)
Utilities,Transportation,Predict Crashes,https://github.com/Data4Democracy/crash-model,Crash prediction modelling application that leverages multiple data sources
Utilities,Transportation,AI Supply chain,https://github.com/llSourcell/AI_Supply_Chain,Supply chain optimisation system.
Utilities,Transportation,Transfer Learning Flight Delay,https://github.com/cavaunpeu/flight-delays,Using variation encoders in Keras to predict flight delay.
Utilities,Transportation,Replenishment,https://github.com/pratishthakapoor/RetailReplenishement/tree/master/Code,Retail replenishment code for supply chain management.
Wholesale & Retail,Wholesale,Customer Analysis,https://github.com/kralmachine/WholesaleCustomerAnalysis,Wholesale customer analysis.
Wholesale & Retail,Wholesale,Distribution,https://github.com/Semionn/JB-wholesale-distribution-analysis,JB wholesale distribution analysis.
Wholesale & Retail,Wholesale,Clustering,https://github.com/prakhardogra921/Clustering-Analysis-on-customers-of-a-wholesale-distributor,Unsupervised learning techniques are applied on product spending data collected for customers
Wholesale & Retail,Wholesale,Market Basket Analysis,https://github.com/tstreamDOTh/Instacart-Market-Basket-Analysis,Instacart public dataset to report which products are often shopped together.
Wholesale & Retail,Retail,Retail Analysis,https://github.com/SarahMestiri/online-retail-case,Studying Online Retail Dataset and getting insights from it.
Wholesale & Retail,Retail,Online Insights,https://github.com/sharmaroshan/Online-Retail-Transactions-of-UK,Analyzing the Online Transactions in UK
Wholesale & Retail,Retail,Retail Use-case,https://github.com/IBM-DSE/CyberShop-Analytics,Notebooks & Data for CyberShop Retail Use Case
Wholesale & Retail,Retail,Dwell Time,https://github.com/arvindkarir/retail,Customer dwell time and other analysis.
Wholesale & Retail,Retail,Retail Cohort,https://github.com/finnqiao/cohort_online_retail,Cohort analysis.
