Row,Industry,Type,Name,Link,Description,Duplicate,Base_URL
299,Healthcare,General,Respiratory Disease,https://github.com/alistairwallace97/olympian-biotech,Tracking respiratory diseases in Olympic athletes,False,https://github.com/alistairwallace97/olympian-biotech
300,Healthcare,General,Bubonic Plague,https://github.com/callysto/curriculum-notebooks/blob/master/Humanities/BubonicPlague/bubonic-plague-and-SIR-model.ipynb,Bubonic plague and SIR model.,False,https://github.com/callysto/curriculum-notebooks/
301,"Justice, Law and Regulations",Tools,LexPredict,https://github.com/LexPredict/lexpredict-contraxsuite,Software package and library.,False,https://github.com/LexPredict/lexpredict-contraxsuite
302,"Justice, Law and Regulations",Tools,AI Para-legal,https://github.com/davidawad/lobe,Lobe is the world's first AI paralegal.,False,https://github.com/davidawad/lobe
303,"Justice, Law and Regulations",Tools,Legal Entity Detection,https://github.com/hockeyjudson/Legal-Entity-Detection/blob/master/Dataset_conv.ipynb,NER For Legal Documents.,False,https://github.com/hockeyjudson/Legal-Entity-Detection/
304,"Justice, Law and Regulations",Tools,Legal Case Summarisation,https://github.com/Law-AI/summarization,Implementation of different summarisation algorithms applied to legal case judgements.,False,https://github.com/Law-AI/summarization
305,"Justice, Law and Regulations",Tools,Legal Documents Google Scholar,https://github.com/GirrajMaheshwari/Web-scrapping-/blob/master/Google_scholar%2BExtract%2Bcase%2Bdocument.ipynb,Using Google scholar to extract cases programatically.,False,https://github.com/GirrajMaheshwari/Web-scrapping-/
306,"Justice, Law and Regulations",Tools,Chat Bot,https://github.com/akarazeev/LegalTech,Chat-bot and email notifications.,False,https://github.com/akarazeev/LegalTech
307,"Justice, Law and Regulations",Tools,Congress API,https://github.com/propublica/congress-api-docs,ProPublica congress API access.,False,https://github.com/propublica/congress-api-docs
308,"Justice, Law and Regulations",Tools,Data Generator GDPR,https://github.com/toningega/Data_Generator,Dummy data generator for GDPR compliance,False,https://github.com/toningega/Data_Generator
309,"Justice, Law and Regulations",Tools,Legal Text Classification,https://github.com/brightmart/ai_law,Baseline models for long text classificaiton( text categorization),False,https://github.com/brightmart/ai_law
310,"Justice, Law and Regulations",Policy and Regulatory,Hate Speech and Offense,https://github.com/t-davidson/hate-speech-and-offensive-language,"Repository for the paper ""Automated Hate Speech Detection and the Problem of Offensive Language""",False,https://github.com/t-davidson/hate-speech-and-offensive-language
311,"Justice, Law and Regulations",Policy and Regulatory,GDPR scores,https://github.com/erickjtorres/AI_LegalDoc_Hackathon,Predicting GDPR Scores for Legal Documents.,False,https://github.com/erickjtorres/AI_LegalDoc_Hackathon
312,"Justice, Law and Regulations",Policy and Regulatory,Driving Factors FINRA,https://github.com/siddhantmaharana/text-analysis-on-FINRA-docs,Identify the driving factors that influence the FINRA arbitration decisions.,False,https://github.com/siddhantmaharana/text-analysis-on-FINRA-docs
313,"Justice, Law and Regulations",Policy and Regulatory,Securities Bias Correction,https://github.com/davidsontheath/bias_corrected_estimators/blob/master/bias_corrected_estimators.ipynb,Bias-Corrected Estimation of Price Impact in Securities Litigation.,False,https://github.com/davidsontheath/bias_corrected_estimators/
314,"Justice, Law and Regulations",Policy and Regulatory,Public Firm to Legal Decision,https://github.com/anshu3769/FirmEmbeddings,Embed public firms based on their reaction to legal decisions.,False,https://github.com/anshu3769/FirmEmbeddings
315,"Justice, Law and Regulations",Policy and Regulatory,Night Life Regulation,https://github.com/Kevin-McIsaac/Nightlife,Australian nightlife and its regulation and policing,False,https://github.com/Kevin-McIsaac/Nightlife
316,"Justice, Law and Regulations",Policy and Regulatory,Comments,https://github.com/ProximaDas/nlp-govt-regulations,Public comments on government regulations.,False,https://github.com/ProximaDas/nlp-govt-regulations
317,"Justice, Law and Regulations",Policy and Regulatory,Clustering,https://github.com/philxchen/Clustering-Canadian-regulations,Clustering Canadian regulations.,False,https://github.com/philxchen/Clustering-Canadian-regulations
318,"Justice, Law and Regulations",Policy and Regulatory,Environment,https://github.com/ds-modules/EEP-147,Regulation of Energy and the Environment,False,https://github.com/ds-modules/EEP-147
319,"Justice, Law and Regulations",Policy and Regulatory,Risk,https://github.com/vsub21/systemic-risk-dashboard,Systematic risk of various financial regulations.,False,https://github.com/vsub21/systemic-risk-dashboard
320,"Justice, Law and Regulations",Policy and Regulatory,FINRA Compliance,https://github.com/raymond180/FINRA_TRACE,Topic modelling on compliance.,False,https://github.com/raymond180/FINRA_TRACE
321,"Justice, Law and Regulations",Judicial Applied,Supreme Court Prediction,https://github.com/davidmasse/US-supreme-court-prediction,Predicting the ideological direction of Supreme Court decisions: ensemble vs. unified case-based model.,False,https://github.com/davidmasse/US-supreme-court-prediction
322,"Justice, Law and Regulations",Judicial Applied,Supreme Court Topic Modeling,https://github.com/AccelAI/AI-Law-Minicourse/tree/master/Supreme_Court_Topic_Modeling,Multiple steps necessary to implement topic modeling on supreme court decisions.,False,https://github.com/AccelAI/AI-Law-Minicourse/
323,"Justice, Law and Regulations",Judicial Applied,Judge Opinion,https://github.com/GirrajMaheshwari/Legal-Analytics-project---Court-misclassification,Using text mining and machine learning to analyze judges’ opinions for a particular concern.,False,https://github.com/GirrajMaheshwari/Legal-Analytics-project---Court-misclassification
324,"Justice, Law and Regulations",Judicial Applied,ML Law Matching,https://github.com/whs2k/GPO-AI,A machine learning law match maker.,False,https://github.com/whs2k/GPO-AI
325,"Justice, Law and Regulations",Judicial Applied,Bert Multi-label Classification,https://github.com/brightmart/sentiment_analysis_fine_grain,Fine Grained Sentiment Analysis from AI.,False,https://github.com/brightmart/sentiment_analysis_fine_grain
326,"Justice, Law and Regulations",Judicial Applied,Some Computational AI Course,https://www.youtube.com/channel/UC5UHm2J9pbEZmWl97z_0hZw,Video series Law MIT.,False,https://www.youtube.com/channel/UC5UHm2J9pbEZmWl97z_0hZw
327,Manufacturing,General,Green Manufacturing,https://github.com/Danila89/kaggle_mercedes,Mercedes-Benz Greener Manufacturing competition on Kaggle.,False,https://github.com/Danila89/kaggle_mercedes
328,Manufacturing,General,Semiconductor Manufacturing,https://github.com/Meena-Mani/SECOM_class_imbalance,Semicondutor manufacturing process line data analysis.,False,https://github.com/Meena-Mani/SECOM_class_imbalance
329,Manufacturing,General,Smart Manufacturing,https://github.com/usnistgov/modelmeth,Shared work of a modelling Methodology.,False,https://github.com/usnistgov/modelmeth
330,Manufacturing,General,Bosch Manufacturing,https://github.com/han-yan-ds/Kaggle-Bosch,"Bosch manufacturing project, Kaggle.",False,https://github.com/han-yan-ds/Kaggle-Bosch
331,Manufacturing,Maintenance,Predictive Maintenance 1,https://github.com/Azure/lstms_for_predictive_maintenance,redict remaining useful life of aircraft engines,False,https://github.com/Azure/lstms_for_predictive_maintenance
332,Manufacturing,Maintenance,Predictive Maintenance 2,https://github.com/Samimust/predictive-maintenance,Time-To-Failure (TTF) or Remaining Useful Life (RUL),False,https://github.com/Samimust/predictive-maintenance
333,Manufacturing,Maintenance,Manufacturing Maintenance,https://github.com/m-hoff/maintsim,Simulation of maintenance in manufacturing systems.,False,https://github.com/m-hoff/maintsim
334,Manufacturing,Maintenance,Maintenance Prediction,https://github.com/LaranIkal/ProductAnomaliesDetection,Maitenance Prediction For Manufacturing Stations.,False,https://github.com/LaranIkal/ProductAnomaliesDetection
335,Manufacturing,Failure,Predictive Analytics,https://github.com/IBM/iot-predictive-analytics,Method for Predicting failures in Equipment using Sensor data.,False,https://github.com/IBM/iot-predictive-analytics
336,Manufacturing,Failure,Detecting Defects,https://github.com/sharmaroshan/SECOM-Detecting-Defected-Items,Detecting Defects,False,https://github.com/sharmaroshan/SECOM-Detecting-Defected-Items
337,Manufacturing,Failure,Defect Detection,https://github.com/jorgehas/smart-defect-inspection,Smart defect detection for pill manufacturing.,False,https://github.com/jorgehas/smart-defect-inspection
338,Manufacturing,Failure,Manufacturing Failures,https://github.com/aayushmudgal/Reducing-Manufacturing-Failures,Reducing manufacturing failures.,False,https://github.com/aayushmudgal/Reducing-Manufacturing-Failures
339,Manufacturing,Failure,Manufacturing Anomalies,https://github.com/mohan-mj/Manufacturing-Line-I4.0,Intelligent anomaly detection for manufacturing line.,False,https://github.com/mohan-mj/Manufacturing-Line-I4.0
340,Manufacturing,Quality,Quality Control,https://github.com/buzz11/productionFailures,Bosh failure of quality control.,False,https://github.com/buzz11/productionFailures
341,Manufacturing,Quality,Manufacturing Quality,https://github.com/limberc/tianchi-IMQF,Intelligent Manufacturing Quality Forecast,False,https://github.com/limberc/tianchi-IMQF
342,Manufacturing,Quality,Auto Manufacturing,https://github.com/trentwoodbury/ManufacturingAuctionRegression,Regression Case Study Project on Manufacturing Auction Sale Data.,False,https://github.com/trentwoodbury/ManufacturingAuctionRegression
343,Media & Publishing,Marketing,Video Popularity,https://github.com/andrei-rizoiu/hip-popularity,HIP model for predicting the popularity of videos.,False,https://github.com/andrei-rizoiu/hip-popularity
344,Media & Publishing,Marketing,YouTube transcriber,https://github.com/hathix/youtube-transcriber,Automatically transcribe YouTube videos.,False,https://github.com/hathix/youtube-transcriber
345,Media & Publishing,Marketing,Marketing Analytics,https://github.com/byukan/Marketing-Data-Science,Marketing analytics case studies.,False,https://github.com/byukan/Marketing-Data-Science
346,Media & Publishing,Marketing,Algorithmic Marketing,https://github.com/ikatsov/algorithmic-examples,Models from Introduction to Algorithmic Marketing book,False,https://github.com/ikatsov/algorithmic-examples
347,Media & Publishing,Marketing,Marketing Scripts,https://github.com/HowardNTUST/Marketing-Data-Science-Application,Marketing data science applications.,False,https://github.com/HowardNTUST/Marketing-Data-Science-Application
348,Media & Publishing,Marketing,Social Mining,https://github.com/mikhailklassen/Mining-the-Social-Web-3rd-Edition/tree/master/notebooks,Mining the social web.,False,https://github.com/mikhailklassen/Mining-the-Social-Web-3rd-Edition/
349,Miscellaneous,Art,Painting Forensics,https://github.com/ivan-bilan/Painting_Forensics,Analysing paintings to find out their year of creation.,False,https://github.com/ivan-bilan/Painting_Forensics
350,Miscellaneous,Tourism,Flickr,https://github.com/xiaofei6677/TourismFlickrMiner,Metadata mining tool for tourism research.,False,https://github.com/xiaofei6677/TourismFlickrMiner
351,Miscellaneous,Tourism,Fashion,https://github.com/khanhnamle1994/fashion-recommendation,A clothing retrieval and visual recommendation model for fashion images,False,https://github.com/khanhnamle1994/fashion-recommendation
352,Miscellaneous,Entertainment,Concert Tickets,https://github.com/yiaktan/Secondhand_Concert_Tickets,Second hand concert tickets,False,https://github.com/yiaktan/Secondhand_Concert_Tickets
353,Miscellaneous,Betting,Equine Trading,https://github.com/jerryxyx/EquineTrading,Initial analysis investigating horse betting,False,https://github.com/jerryxyx/EquineTrading
354,Physics,General,Gamma-hadron Reconstruction,https://github.com/fvisconti/gammas_machine_learning,Tools used in Gamma-ray ground based astronomy.,False,https://github.com/fvisconti/gammas_machine_learning
355,Physics,General,Curriculum,https://github.com/callysto/curriculum-notebooks/tree/master/Physics,Newtonian notebooks.,False,https://github.com/callysto/curriculum-notebooks/
356,Physics,General,Interaction Networks,https://github.com/higgsfield/interaction_network_pytorch,"Interaction Networks for Learning about Objects, Relations and Physics.",False,https://github.com/higgsfield/interaction_network_pytorch
357,Physics,General,Particle Physics,https://github.com/hep-lbdl/adversarial-jets,"Training, generation, and analysis code for learning Particle Physics",False,https://github.com/hep-lbdl/adversarial-jets
358,Physics,General,Computational Physics,https://github.com/ernestyalumni/CompPhys,A computational physics repository.,False,https://github.com/ernestyalumni/CompPhys
359,Physics,General,Medical Physics,https://github.com/robmarkcole/Useful-python-for-medical-physics,Useful python for medical physics.,False,https://github.com/robmarkcole/Useful-python-for-medical-physics
360,Physics,General,Medical Physics 2,https://github.com/pymedphys/pymedphys,"A common, core Python package for Medical Physics",False,https://github.com/pymedphys/pymedphys
361,Physics,General,Flow Physics,https://github.com/FPAL-Stanford-University/FloATPy,Flow Physics and Aeroacoustics Toolbox with Python,False,https://github.com/FPAL-Stanford-University/FloATPy
362,Physics,Machine Learning,Physics ML and Stats,https://github.com/dkirkby/MachineLearningStatistics,Machine learning and statistics for physicists,False,https://github.com/dkirkby/MachineLearningStatistics
363,Physics,Machine Learning,High Energy,https://github.com/arogozhnikov/hep_ml,Machine Learning for High Energy Physics.,False,https://github.com/arogozhnikov/hep_ml
364,Physics,Machine Learning,High Energy GAN,https://github.com/hep-lbdl/CaloGAN,Generative Adversarial Networks for High Energy Physics.,False,https://github.com/hep-lbdl/CaloGAN
365,Physics,Machine Learning,Neural Networks,https://github.com/GiggleLiu/marburg,Physics meets neural networks,False,https://github.com/GiggleLiu/marburg
366,Government and Public Works,Social Policies,Triage,https://github.com/dssg/triage,General Purpose Risk Modeling and Prediction Toolkit for Policy and Social Good Problems.,False,https://github.com/dssg/triage
367,Government and Public Works,Social Policies,World Bank Poverty I,https://github.com/worldbank/ML-classification-algorithms-poverty/tree/master/notebooks,A comparative assessment of machine learning classification algorithms applied to poverty prediction.,False,https://github.com/worldbank/ML-classification-algorithms-poverty/
368,Government and Public Works,Social Policies,World Bank Poverty II,https://github.com/avsolatorio/world-bank-pover-t-tests-solution,Repository for the World Bank Pover-t Test Competition Solution Overseas Company Land Ownership .,False,https://github.com/avsolatorio/world-bank-pover-t-tests-solution
369,Government and Public Works,Social Policies,Overseas Company Land Ownership,https://github.com/Global-Witness/overseas-companies-land-ownership/blob/master/overseas_companies_land_ownership_analysis.ipynb,Identifying foreign ownership in the UK.,False,https://github.com/Global-Witness/overseas-companies-land-ownership/
370,Government and Public Works,Social Policies,CFPB,https://github.com/MAydogdu/ConsumerFinancialProtectionBureau/blob/master/CFPB_Complaints_2017September.ipynb,Consumer Finances Protection Bureau complaints analysis.,False,https://github.com/MAydogdu/ConsumerFinancialProtectionBureau/
371,Government and Public Works,Social Policies,Cannabis Legalisation Effect,https://github.com/tslindner/Effects-of-Cannabis-Legalization,Effects of cannabis legalization on crime.,False,https://github.com/tslindner/Effects-of-Cannabis-Legalization
372,Government and Public Works,Social Policies,Public Credit Card,https://github.com/dmodjeska/barnet_transactions/blob/master/Barnet_Transactions_Analysis.ipynb,Identification of potential fraud for council credit cards. Data,False,https://github.com/dmodjeska/barnet_transactions/
373,Government and Public Works,Social Policies,Recidivism Prediction,https://github.com/shayanray/GlassBox/tree/master/mlPredictor,Transparency and audibility to recidivism risk assessment,False,https://github.com/shayanray/GlassBox/
374,Government and Public Works,Social Policies,Household Poverty,https://github.com/Featuretools/predict-household-poverty,Predict poverty in households in Costa Rica.,False,https://github.com/Featuretools/predict-household-poverty
375,Government and Public Works,Social Policies,NLP Public Policy,https://github.com/ancilcrayton/nlp_public_policy,An example of an NLP use-case in public policy.,False,https://github.com/ancilcrayton/nlp_public_policy
376,Government and Public Works,Social Policies,World Food Production,https://github.com/sharmaroshan/World-Food-Production,Comparing Top food and feed Producers around the globe.,False,https://github.com/sharmaroshan/World-Food-Production
377,Government and Public Works,Social Policies,Tax Inequality,https://github.com/DataScienceForGood/TaxationInequality,Data project around taxation and inequality in Basel Stadt.,False,https://github.com/DataScienceForGood/TaxationInequality
378,Government and Public Works,Social Policies,Sheriff Compliance,https://github.com/austinbrian/sheriffs,Compliance to ICE requests.,False,https://github.com/austinbrian/sheriffs
379,Government and Public Works,Social Policies,Apps Detection,https://github.com/MengchuanFu/Suspecious-Apps-Detection,Suspicious app detection for kids.,False,https://github.com/MengchuanFu/Suspecious-Apps-Detection
380,Government and Public Works,Social Policies,Social Assistance,https://github.com/farkhondehm/Social-Assistance,Trending information on social assistance,False,https://github.com/farkhondehm/Social-Assistance
381,Government and Public Works,Social Policies,Computational Social Science,https://github.com/abjer/sds/tree/master/material,Social data science summer school course.,False,https://github.com/abjer/sds/
382,Government and Public Works,Social Policies,Liquor and Crime,https://github.com/bhaveshgoyal/safeLiquor,Effect of liquor licenses issued on the crime rate.,False,https://github.com/bhaveshgoyal/safeLiquor
383,Government and Public Works,Social Policies,Animal Placement Kennels,https://github.com/austinpetsalive/distemper-outbreak,Optimising animal placement in shelters.,False,https://github.com/austinpetsalive/distemper-outbreak
384,Government and Public Works,Social Policies,Staffing Wall,https://github.com/ryanschaub/The-U.S.-Mexican-Border-Wall-and-Staffing-A-Statistical-Approach-,Independent exploration project on U.S. Mexican Border wall,False,https://github.com/ryanschaub/The-U.S.-Mexican-Border-Wall-and-Staffing-A-Statistical-Approach-
385,Government and Public Works,Social Policies,Worker Fatalities,https://github.com/zischwartz/workerfatalities,Worker Fatalities and Catastrophes Map from OSHA data,False,https://github.com/zischwartz/workerfatalities
386,Government and Public Works,Social Policies,Parking Tickets,https://github.com/fpli-mbr/LA-Parking-Tickets,"Basic analysis of, the LA city parking citation database.",False,https://github.com/fpli-mbr/LA-Parking-Tickets
387,Government and Public Works,Social Policies,City Dashboard,https://github.com/DistrictDataLabs/city-dash,City Intelligence Dashboard Project,False,https://github.com/DistrictDataLabs/city-dash
388,Government and Public Works,Charities,Census Data API,https://github.com/johnfwhitesell/CensusPull/blob/master/Census_ACS5_Pull.ipynb,Pull variables from the 5-year American Community Survey.,False,https://github.com/johnfwhitesell/CensusPull/
389,Government and Public Works,Charities,Philantropic Giving,https://github.com/datakind/datadive-gates92y-proj3-form990,Work done by numerous DataKind volunteers on harnessing Form 990 data,False,https://github.com/datakind/datadive-gates92y-proj3-form990
390,Government and Public Works,Charities,Charity Recommender,https://github.com/Chris-Manna/charity_recommender,NYC Charity Collaborative Recommender System on an Implicit DataSet.,False,https://github.com/Chris-Manna/charity_recommender
392,Government and Public Works,Charities,US Charities,https://github.com/staceb/charities_in_the_united_states,Charity exploration and machine learning.,False,https://github.com/staceb/charities_in_the_united_states
393,Government and Public Works,Charities,Charity Effectiveness,https://github.com/LauraChen/02-Metis-Web-Scraping,Scraping online data about charities to understand effectiveness,False,https://github.com/LauraChen/02-Metis-Web-Scraping
395,Government and Public Works,Election Analysis,American Election Causal,https://github.com/Akesari12/LS123_Data_Prediction_Law_Spring-2019/blob/master/labs/OLS%20for%20Causal%20Inference/OLS_Causal_Inference_solution.ipynb,Using ANES data with causal inference models.,False,https://github.com/Akesari12/LS123_Data_Prediction_Law_Spring-2019/
397,Government and Public Works,Election Analysis,Voting System,https://github.com/nealmcb/pr_voting_methods,Proportional representation voting methods.,False,https://github.com/nealmcb/pr_voting_methods
398,Government and Public Works,Election Analysis,President Vote,https://github.com/austinbrian/portfolio/blob/master/tax_votes/president_counties.ipynb,Vote by income level analysis.,False,https://github.com/austinbrian/portfolio/
399,Government and Public Works,Politics,Congressional politics,https://github.com/kaumaron/Data_Science/tree/master/Congressional_Partisanship,House and senate congressional partisanship.,False,https://github.com/kaumaron/Data_Science/
400,Government and Public Works,Politics,Politico,https://github.com/okfn-brasil/perfil-politico,A platform for profiling public figures in Brazilian politics.,False,https://github.com/okfn-brasil/perfil-politico
401,Government and Public Works,Politics,Bots,https://github.com/ParticipaPY/politic-bots,Tools and algorithms to analyze Paraguayan Tweets in times of election,False,https://github.com/ParticipaPY/politic-bots
402,Government and Public Works,Politics,Gerrymander tests,https://github.com/PrincetonUniversity/gerrymandertests,Lots of metrics for quantifying gerrymandering.,False,https://github.com/PrincetonUniversity/gerrymandertests
403,Government and Public Works,Politics,Sentiment,https://github.com/JulianMar11/SentimentPoliticalCompass,Analyse newspapers with respect to their political conviction using entity sentiments of party representatives.,False,https://github.com/JulianMar11/SentimentPoliticalCompass
404,Government and Public Works,Politics,DL Politics,https://github.com/muntisa/Deep-Politics,Prediction of Spanish Political Affinity with Deep Neural Nets: Socialist vs People's Party,False,https://github.com/muntisa/Deep-Politics
405,Government and Public Works,Politics,PAC Money,https://github.com/edmundooo/more-money-more-problems,Effects of PAC money on US politics.,False,https://github.com/edmundooo/more-money-more-problems
406,Government and Public Works,Politics,Power Networks,https://github.com/abhiagar90/power_networks,Constructing a watchdog for Indian corporate and political networks,False,https://github.com/abhiagar90/power_networks
407,Government and Public Works,Politics,Elite,https://github.com/philippschmalen/Project_tsds,Political elite in the US.,False,https://github.com/philippschmalen/Project_tsds
408,Government and Public Works,Politics,Debate Analysis,https://github.com/kkirchhoff01/DebateAnalysis,Program to analyze political debates.,False,https://github.com/kkirchhoff01/DebateAnalysis
409,Government and Public Works,Politics,Political Affiliation,https://github.com/davidjwiner/political_affiliation_prediction,Political affiliation prediction using twitter metadata.,False,https://github.com/davidjwiner/political_affiliation_prediction
410,Government and Public Works,Politics,Political Ads,https://github.com/philiplbean/facebook_political_ads,Investigation into Facebook Political Ads and Targeting,False,https://github.com/philiplbean/facebook_political_ads
411,Government and Public Works,Politics,Political Identity,https://github.com/pgromano/Political-Identity-Analysis,Multi-axial political model.,False,https://github.com/pgromano/Political-Identity-Analysis
412,Government and Public Works,Politics,YT Politics,https://github.com/kmunger/YT_descriptive,Mapping Politics on YouTube,False,https://github.com/kmunger/YT_descriptive
413,Government and Public Works,Politics,Political Ideology,https://github.com/albertwebson/Political-Vector-Projector,Unsupervised learning of political ideology by word vector projections,False,https://github.com/albertwebson/Political-Vector-Projector
414,"Real Estate, Rental & Leasing",Real Estate,Finding Donuts,https://github.com/GretelDePaepe/FindingDonuts,Finding real estate opportunities by predicting transforming neighbourhoods.,False,https://github.com/GretelDePaepe/FindingDonuts
415,"Real Estate, Rental & Leasing",Real Estate,Neighbourhood,https://github.com/denadai2/real-estate-neighborhood-prediction,Predicting real estate prices from the urban environment.,True,https://github.com/denadai2/real-estate-neighborhood-prediction
416,"Real Estate, Rental & Leasing",Real Estate,Real Estate Classification,https://github.com/Sardhendu/PropertyClassification,"Classifying the type of property given Real Estate, satellite and Street view Images",False,https://github.com/Sardhendu/PropertyClassification
417,"Real Estate, Rental & Leasing",Real Estate,Recommender,https://github.com/hyattsaleh15/RealStateRecommender,This tools aims to recommend a user the top 5 real estate properties that matches their search.,False,https://github.com/hyattsaleh15/RealStateRecommender
418,"Real Estate, Rental & Leasing",Real Estate,House Price,https://github.com/Shreyas3108/house-price-prediction,Predicting house prices using Linear Regression and GBR,False,https://github.com/Shreyas3108/house-price-prediction
419,"Real Estate, Rental & Leasing",Real Estate,House Price Portland,https://github.com/girishkuniyal/Predict-housing-prices-in-Portland,Predict housing prices in Portland.,False,https://github.com/girishkuniyal/Predict-housing-prices-in-Portland
420,"Real Estate, Rental & Leasing",Real Estate,Zillow Prediction,https://github.com/eswar3/Zillow-prediction-models,Zillow valuation prediction as performed on Kaggle.,True,https://github.com/eswar3/Zillow-prediction-models
421,"Real Estate, Rental & Leasing",Real Estate,Real Estate,https://github.com/denadai2/real-estate-neighborhood-prediction,Predicting real estate prices from the urban environment.,True,https://github.com/denadai2/real-estate-neighborhood-prediction
422,"Real Estate, Rental & Leasing",Rental & Leasing,Analysing Rentals,https://github.com/ual/rental-listings,Analyzing and visualizing rental listings data.,False,https://github.com/ual/rental-listings
423,"Real Estate, Rental & Leasing",Rental & Leasing,Interest Prediction,https://github.com/mratsim/Apartment-Interest-Prediction,Predict people interest in renting specific NYC apartments.,False,https://github.com/mratsim/Apartment-Interest-Prediction
424,"Real Estate, Rental & Leasing",Rental & Leasing,Housing Uni vs Non-Uni,https://github.com/awoziji/pwc_europe_data_analytics_hackathon,The effect on university lodging after the GFC.,False,https://github.com/awoziji/pwc_europe_data_analytics_hackathon
425,"Real Estate, Rental & Leasing",Rental & Leasing,Predict Household Poverty,https://github.com/Featuretools/predict-household-poverty,Predict the poverty of households in Costa Rica using automated feature engineering.,True,https://github.com/Featuretools/predict-household-poverty
426,"Real Estate, Rental & Leasing",Rental & Leasing,Airbnb public analytics competition,http://inseaddataanalytics.github.io/INSEADAnalytics/groupprojects/AirbnbReport2016Jan.html,Now strategic management.,False,http://inseaddataanalytics.github.io/INSEADAnalytics/groupprojects/AirbnbReport2016Jan.html
427,Utilities,Electricity,Electricity Price,https://github.com/luqmanhakim/research-on-sp-wholesale/blob/master/research-on-sp-wholesale-plan.ipynb,Electricity price comparison Singapore.,False,https://github.com/luqmanhakim/research-on-sp-wholesale/
428,Utilities,Electricity,Electricity-Coal Correlation,https://github.com/richardddli/state_electricity_rates,Determining the correlation between state electricity rates and coal generation over the past decade.,False,https://github.com/richardddli/state_electricity_rates
429,Utilities,Electricity,Electricity Capacity,https://github.com/datadesk/california-electricity-capacity-analysis,A Los Angeles Times analysis of California's costly power glut.,False,https://github.com/datadesk/california-electricity-capacity-analysis
430,Utilities,Electricity,Electricity Systems,https://github.com/PyPSA/WHOBS,Optimal Wind+Hydrogen+Other+Battery+Solar (WHOBS) electricity systems for European countries.,False,https://github.com/PyPSA/WHOBS
431,Utilities,Electricity,Load Disaggregation,https://github.com/pipette/Electricity-load-disaggregation,Smart meter load disaggregation with Hidden Markov Models,False,https://github.com/pipette/Electricity-load-disaggregation
432,Utilities,Electricity,Price Forecasting,https://github.com/farwacheema/DA-electricity-price-forecasting,Forecasting Day-Ahead electricity prices in the German bidding zone with deep neural networks.,False,https://github.com/farwacheema/DA-electricity-price-forecasting
433,Utilities,Electricity,Carbon Index,https://github.com/gschivley/carbon-index,"Calculation of electricity CO₂ intensity at national, state, and NERC regions from 2001-present.",False,https://github.com/gschivley/carbon-index
434,Utilities,Electricity,Demand Forecasting,https://github.com/hvantil/ElectricityDemandForecasting,Electricity demand forecasting for Austin.,False,https://github.com/hvantil/ElectricityDemandForecasting
435,Utilities,Electricity,Electricity Consumption,https://github.com/un-modelling/Electricity_Consumption_Surveys,Estimating Electricity Consumption from Household Surveys,False,https://github.com/un-modelling/Electricity_Consumption_Surveys
436,Utilities,Electricity,Household power consumption,https://github.com/amirrezaeian/Individual-household-electric-power-consumption-Data-Set-,Individual household power consumption LSTM.,False,https://github.com/amirrezaeian/Individual-household-electric-power-consumption-Data-Set-
437,Utilities,Electricity,Electricity French Distribution,http://inseaddataanalytics.github.io/INSEADAnalytics/groupprojects/group_energy.html,An analysis of electricity data provided by the French Distribution Network (RTE),False,http://inseaddataanalytics.github.io/INSEADAnalytics/groupprojects/group_energy.html
438,Utilities,Electricity,Renewable Power Plants,https://github.com/Open-Power-System-Data/renewable_power_plants,Time series of cumulated installed capacity.,False,https://github.com/Open-Power-System-Data/renewable_power_plants
439,Utilities,Electricity,Wind Farm Flow,https://github.com/FUSED-Wind/FUSED-Wake,A repository of wind plant flow models connected to FUSED-Wind.,False,https://github.com/FUSED-Wind/FUSED-Wake
440,Utilities,Electricity,Power Plant,https://github.com/YungChunLu/UCI-Power-Plant,The dataset contains 9568 data points collected from a Combined Cycle Power Plant over 6 years,False,https://github.com/YungChunLu/UCI-Power-Plant
441,Utilities,"Coal, Oil & Gas",Coal Phase Out,https://github.com/samarthiith/DE_CoalPhaseOut,Generation adequacy issues with Germany’s coal phaseout.,False,https://github.com/samarthiith/DE_CoalPhaseOut
442,Utilities,"Coal, Oil & Gas",Coal Prediction,https://github.com/Jean-njoroge/coal-exploratory/tree/master/notebooks,Predicting coal production.,False,https://github.com/Jean-njoroge/coal-exploratory/
443,Utilities,"Coal, Oil & Gas",Oil & Gas,https://github.com/sdasadia/Oil-Natural-Gas-Price-Prediction,Oil & Natural Gas price prediction using ARIMA & Neural Networks,False,https://github.com/sdasadia/Oil-Natural-Gas-Price-Prediction
444,Utilities,"Coal, Oil & Gas",Gas Formula,https://github.com/cep-kse/natural_gas_formula,Calculating potential economic effect of price indexation formula.,False,https://github.com/cep-kse/natural_gas_formula
445,Utilities,"Coal, Oil & Gas",Demand Prediction,https://github.com/victorpena1/Natural-Gas-Demand-Prediction,Natural gas demand prediction.,False,https://github.com/victorpena1/Natural-Gas-Demand-Prediction
446,Utilities,"Coal, Oil & Gas",Consumption Forecasting,https://github.com/williamadams1/natural-gas-consumption-forecasting,Natural gas consumption forecasting.,False,https://github.com/williamadams1/natural-gas-consumption-forecasting
447,Utilities,"Coal, Oil & Gas",Gas Trade,https://github.com/bahuisman/NatGasModel,World Model for Natural Gas Trade.,False,https://github.com/bahuisman/NatGasModel
